"id","from","to","date","distance","countryside","device","suburban","age"
"210","Balatonvilágos","Budapest","2015-01-24T17:00:00","94","budapest","ios","false","25"
"211","Balatonvilágos","Budapest","2015-01-24T18:00:00","94","budapest","android","false","31"
"212","Balatonalmádi","Berente","2015-01-24T10:00:00","322","countryside","ios","false","33"
"213","Balatonederics","Keszthely","2015-01-24T16:00:00","15","countryside","ios","true","19"
"214","Balatonlelle","Fonyód","2015-01-24T10:00:00","17","countryside","ios","true","37"
"215","Diósd","Diósd","2015-01-24T08:00:00","6","countryside","ios","true","24"
"216","Diósd","Diósd","2015-01-24T19:00:00","6","countryside","ios","true","22"
"217","Diósd","Budapest","2015-01-24T08:00:00","12","budapest","ios","true","18"
"218","Békéscsaba","Budapest","2015-01-24T17:00:00","220","budapest","ios","false","26"
"219","Békéscsaba","Budapest","2015-01-24T09:00:00","224","budapest","ios","false","30"
"220","Békéscsaba","Szeged","2015-01-24T22:00:00","108","countryside","android","false","33"
"221","Berettyóújfalu","Budapest","2015-01-24T17:00:00","230","budapest","ios","false","23"
"222","Bicske","Budapest","2015-01-24T08:00:00","33","budapest","ios","true","33"
"223","Bicske","Tata","2015-01-24T13:00:00","39","countryside","ios","true","32"
"224","Bicske","Vértesszőlős","2015-01-24T11:00:00","30","countryside","ios","true","19"
"225","Budapest","Biatorbágy","2015-01-24T08:00:00","23","budapest","android","true","30"
"226","Budapest","Biharkeresztes","2015-01-24T12:00:00","248","budapest","ios","false","21"
"227","Budapest","Debrecen","2015-01-24T17:00:00","238","budapest","android","false","26"
"228","Budapest","Debrecen","2015-01-24T18:00:00","238","budapest","ios","false","20"
"229","Budapest","Pincehely","2015-01-24T02:00:00","132","budapest","ios","false","18"
"230","Budapest","Püspökladány","2015-01-24T08:00:00","193","budapest","ios","false","34"
"231","Diósd","Budapest","2015-01-24T06:00:00","9","budapest","ios","true","27"
"232","Budapest","Szombathely","2015-01-24T16:00:00","228","budapest","android","false","20"
"233","Budapest","Komárom","2015-01-24T22:00:00","95","budapest","ios","false","34"
"234","Budapest","Százhalombatta","2015-01-24T14:00:00","32","budapest","android","true","29"
"235","Budapest","Tárnok","2015-01-24T19:00:00","29","budapest","ios","true","25"
"236","Budapest","Sopron","2015-01-24T10:00:00","210","budapest","android","false","31"
"237","Budapest","Szombathely","2015-01-24T01:00:00","228","budapest","ios","false","23"
"238","Budapest","Szombathely","2015-01-24T09:00:00","228","budapest","ios","false","30"
"239","Budapest","Baja","2015-01-24T02:00:00","185","budapest","ios","false","19"
"240","Budapest","Gyömrő","2015-01-24T05:00:00","33","budapest","android","true","21"
"241","Budapest","Sülysáp","2015-01-24T12:00:00","44","budapest","ios","true","24"
"242","Budapest","Cegléd","2015-01-24T21:00:00","82","budapest","ios","false","36"
"243","Budapest","Dunakeszi","2015-01-24T04:00:00","11","budapest","ios","true","23"
"244","Budapest","Hajdúszoboszló","2015-01-24T11:00:00","244","budapest","ios","false","30"
"245","Budapest","Nyíregyháza","2015-01-24T20:00:00","239","budapest","ios","false","21"
"246","Budapest","Szolnok","2015-01-24T17:00:00","105","budapest","ios","false","26"
"247","Budapest","Székesfehérvár","2015-01-24T17:00:00","69","budapest","ios","false","29"
"248","Budapest","Tárnok","2015-01-24T15:00:00","29","budapest","ios","true","20"
"249","Budapest","Veszprém","2015-01-24T16:00:00","122","budapest","android","false","34"
"250","Budapest","Zalaegerszeg","2015-01-24T15:00:00","227","budapest","android","false","28"
"251","Budapest","Dunavarsány","2015-01-24T13:00:00","29","budapest","ios","true","20"
"252","Budapest","Szentgotthárd","2015-01-24T21:00:00","211","budapest","ios","false","28"
"253","Budapest","Som","2015-01-24T17:00:00","197","budapest","ios","false","29"
"254","Budapest","Székesfehérvár","2015-01-24T08:00:00","67","budapest","android","false","28"
"255","Budapest","Gyomaendrőd","2015-01-24T11:00:00","176","budapest","ios","false","25"
"256","Budapest","Győr","2015-01-24T21:00:00","126","budapest","ios","false","32"
"257","Budapest","Győr","2015-01-24T22:00:00","126","budapest","android","false","33"
"258","Budapest","Miskolc","2015-01-24T11:00:00","181","budapest","ios","false","19"
"259","Budapest","Miskolc","2015-01-24T23:00:00","181","budapest","ios","false","19"
"260","Budapest","Nagykáta","2015-01-24T10:00:00","62","budapest","ios","false","33"
"261","Budapest","Nagykáta","2015-01-24T11:00:00","62","budapest","ios","false","25"
"262","Budapest","Szentgotthárd","2015-01-24T20:00:00","216","budapest","ios","false","20"
"263","Budapest","Szombathely","2015-01-24T13:00:00","228","budapest","ios","false","20"
"264","Budapest","Dunakeszi","2015-01-24T17:00:00","17","budapest","ios","true","28"
"265","Budapest","Veresegyház","2015-01-24T16:00:00","34","budapest","ios","true","19"
"266","Budapest","Veresegyház","2015-01-24T20:00:00","34","budapest","android","true","22"
"267","Budapest","Nagymaros","2015-01-24T20:00:00","58","budapest","ios","false","35"
"268","Budapest","Szolnok","2015-01-24T10:00:00","105","budapest","ios","false","32"
"269","Budapest","Szolnok","2015-01-24T11:00:00","105","budapest","ios","false","23"
"270","Budapest","Szolnok","2015-01-24T15:00:00","105","budapest","ios","false","19"
"271","Budapest","Vác","2015-01-24T15:00:00","41","budapest","ios","true","30"
"272","Budapest","Vác","2015-01-24T23:00:00","41","budapest","android","true","27"
"273","Budapest","Debrecen","2015-01-24T18:00:00","238","budapest","ios","false","35"
"274","Budapest","Felsőpakony","2015-01-24T19:00:00","227","budapest","ios","false","31"
"275","Budapest","Fertőszentmiklós","2015-01-24T19:00:00","188","budapest","ios","false","31"
"276","Budapest","Göd","2015-01-24T22:00:00","33","budapest","ios","true","25"
"277","Budapest","Gyömrő","2015-01-24T20:00:00","41","budapest","ios","true","33"
"278","Budapest","Győr","2015-01-24T00:00:00","125","budapest","ios","false","23"
"279","Budapest","Győr","2015-01-24T06:00:00","125","budapest","android","false","23"
"280","Budapest","Győr","2015-01-24T11:00:00","125","budapest","ios","false","32"
"281","Budapest","Kecskemét","2015-01-24T06:00:00","95","budapest","ios","false","25"
"282","Budapest","Kiskőrös","2015-01-24T14:00:00","130","budapest","android","false","34"
"283","Budapest","Nagyatád","2015-01-24T14:00:00","229","budapest","ios","false","30"
"284","Budapest","Nagykáta","2015-01-24T04:00:00","72","budapest","ios","false","37"
"285","Budapest","Nyíregyháza","2015-01-24T15:00:00","241","budapest","android","false","34"
"286","Budapest","Öttevény","2015-01-24T07:00:00","141","budapest","ios","false","27"
"287","Budapest","Százhalombatta","2015-01-24T21:00:00","33","budapest","ios","true","30"
"288","Budapest","Székesfehérvár","2015-01-24T09:00:00","71","budapest","android","false","36"
"289","Budapest","Sződliget","2015-01-24T23:00:00","34","budapest","ios","true","28"
"290","Budapest","Tatabánya","2015-01-24T18:00:00","67","budapest","ios","false","23"
"291","Budapest","Vác","2015-01-24T11:00:00","44","budapest","ios","true","29"
"292","Budapest","Verőce","2015-01-24T22:00:00","56","budapest","ios","false","24"
"293","Halásztelek","Budapest","2015-01-24T08:00:00","10","budapest","ios","true","34"
"294","Halásztelek","Budapest","2015-01-24T01:00:00","13","budapest","ios","true","30"
"295","Halásztelek","Budapest","2015-01-24T14:00:00","10","budapest","ios","true","33"
"296","Halásztelek","Martonvásár","2015-01-24T11:00:00","23","countryside","ios","true","19"
"297","Bük","Körmend","2015-01-24T17:00:00","57","countryside","ios","false","27"
"298","Cegléd","Budapest","2015-01-24T04:00:00","84","budapest","ios","false","34"
"299","Cegléd","Budapest","2015-01-24T07:00:00","80","budapest","ios","false","27"
"300","Cegléd","Budapest","2015-01-24T19:00:00","76","budapest","ios","false","34"
"301","Cegléd","Budapest","2015-01-24T19:00:00","81","budapest","ios","false","32"
"302","Cegléd","Szolnok","2015-01-24T15:00:00","28","countryside","ios","true","23"
"303","Ceglédbercel","Budapest","2015-01-24T14:00:00","70","budapest","ios","false","19"
"304","Csongrád","Budapest","2015-01-24T16:00:00","140","budapest","android","false","33"
"305","Csorna","Győr","2015-01-24T08:00:00","34","countryside","ios","true","22"
"306","Csorvás","Budapest","2015-01-24T20:00:00","227","budapest","ios","false","28"
"307","Debrecen","Berettyóújfalu","2015-01-24T15:00:00","45","countryside","ios","true","31"
"308","Debrecen","Budapest","2015-01-24T20:00:00","244","budapest","ios","false","21"
"309","Debrecen","Budapest","2015-01-24T06:00:00","236","budapest","ios","false","19"
"310","Debrecen","Budapest","2015-01-24T05:00:00","238","budapest","ios","false","29"
"311","Debrecen","Budapest","2015-01-24T08:00:00","238","budapest","ios","false","24"
"312","Debrecen","Vecsés","2015-01-24T21:00:00","246","countryside","ios","false","28"
"313","Debrecen","Karcag","2015-01-24T12:00:00","71","countryside","ios","false","30"
"314","Debrecen","Karcag","2015-01-24T14:00:00","71","countryside","ios","false","23"
"315","Debrecen","Nyíregyháza","2015-01-24T10:00:00","61","countryside","ios","false","30"
"316","Debrecen","Nyíregyháza","2015-01-24T13:00:00","61","countryside","ios","false","24"
"317","Debrecen","Nyíregyháza","2015-01-24T18:00:00","61","countryside","ios","false","33"
"318","Debrecen","Budapest","2015-01-24T18:00:00","236","budapest","ios","false","29"
"319","Debrecen","Rakamaz","2015-01-24T12:00:00","92","countryside","ios","false","29"
"320","Debrecen","Téglás","2015-01-24T16:00:00","29","countryside","ios","true","31"
"321","Debrecen","Újfehértó","2015-01-24T17:00:00","40","countryside","ios","true","38"
"322","Budapest","Érd","2015-01-24T16:00:00","19","budapest","ios","true","29"
"323","Budapest","Győr","2015-01-24T17:00:00","121","budapest","ios","false","25"
"324","Budapest","Tárnok","2015-01-24T14:00:00","29","budapest","ios","true","33"
"325","Dombóvár","Budapest","2015-01-24T20:00:00","174","budapest","android","false","33"
"326","Dombóvár","Villány","2015-01-24T08:00:00","73","countryside","ios","false","31"
"327","Dunakeszi","Dunakeszi","2015-01-24T19:00:00","11","countryside","ios","true","23"
"328","Dunakeszi","Dunakeszi","2015-01-24T09:00:00","2","countryside","ios","true","36"
"329","Dunakeszi","Budapest","2015-01-24T07:00:00","13","budapest","ios","true","24"
"330","Dunakeszi","Budapest","2015-01-24T12:00:00","17","budapest","ios","true","21"
"331","Dunakeszi","Budapest","2015-01-24T12:00:00","17","budapest","ios","true","32"
"332","Dunakeszi","Budapest","2015-01-24T13:00:00","17","budapest","ios","true","27"
"333","Dunakeszi","Budapest","2015-01-24T22:00:00","17","budapest","ios","true","26"
"334","Dunakeszi","Budapest","2015-01-24T23:00:00","17","budapest","ios","true","30"
"335","Dunakeszi","Dunakeszi","2015-01-24T23:00:00","11","countryside","ios","true","37"
"336","Dunakeszi","Vác","2015-01-24T15:00:00","18","countryside","ios","true","22"
"337","Dunaújváros","Simontornya","2015-01-24T01:00:00","51","countryside","ios","false","21"
"338","Dunavarsány","Budapest","2015-01-24T14:00:00","30","budapest","ios","true","30"
"339","Eger","Budapest","2015-01-24T19:00:00","135","budapest","ios","false","33"
"340","Eger","Isaszeg","2015-01-24T08:00:00","113","countryside","ios","false","21"
"341","Eplény","Budapest","2015-01-24T15:00:00","112","budapest","ios","false","19"
"342","Érd","Budapest","2015-01-24T13:00:00","23","budapest","ios","true","22"
"343","Érd","Budapest","2015-01-24T08:00:00","18","budapest","ios","true","37"
"344","Érd","Budapest","2015-01-24T13:00:00","18","budapest","android","true","22"
"345","Érd","Székesfehérvár","2015-01-24T14:00:00","55","countryside","android","false","33"
"346","Érd","Halásztelek","2015-01-24T02:00:00","10","countryside","ios","true","35"
"347","Érd","Budapest","2015-01-24T07:00:00","19","budapest","ios","true","25"
"348","Diósd","Százhalombatta","2015-01-24T14:00:00","14","countryside","ios","true","21"
"349","Göd","Budapest","2015-01-24T13:00:00","24","budapest","ios","true","38"
"350","Göd","Dunakeszi","2015-01-24T14:00:00","21","countryside","ios","true","33"
"351","Vecsés","Abony","2015-01-24T15:00:00","73","countryside","ios","false","33"
"352","Vecsés","Debrecen","2015-01-24T21:00:00","239","countryside","ios","false","28"
"353","Vecsés","Budapest","2015-01-24T11:00:00","19","budapest","ios","true","36"
"354","Vecsés","Budapest","2015-01-24T16:00:00","19","budapest","ios","true","36"
"355","Vecsés","Budapest","2015-01-24T17:00:00","19","budapest","ios","true","33"
"356","Vecsés","Budapest","2015-01-24T19:00:00","19","budapest","ios","true","33"
"357","Vecsés","Budapest","2015-01-24T20:00:00","19","budapest","android","true","24"
"358","Vecsés","Budapest","2015-01-24T21:00:00","19","budapest","ios","true","31"
"359","Vecsés","Szolnok","2015-01-24T16:00:00","87","countryside","ios","false","28"
"360","Fertőszentmiklós","Budapest","2015-01-24T10:00:00","187","budapest","ios","false","26"
"361","Fertőszentmiklós","Tokodaltáró","2015-01-24T06:00:00","157","countryside","ios","false","24"
"362","Fonyód","Balatonföldvár","2015-01-24T15:00:00","38","countryside","android","true","27"
"363","Füzesabony","Budapest","2015-01-24T19:00:00","115","budapest","ios","false","26"
"364","Füzesabony","Budapest","2015-01-24T15:00:00","115","budapest","ios","false","21"
"365","Göd","Dunakeszi","2015-01-24T20:00:00","21","countryside","ios","true","20"
"366","Isaszeg","Budapest","2015-01-24T14:00:00","34","budapest","ios","true","28"
"367","Isaszeg","Budapest","2015-01-24T12:00:00","36","budapest","ios","true","27"
"368","Isaszeg","Miskolc","2015-01-24T22:00:00","162","countryside","ios","false","36"
"369","Isaszeg","Csömör","2015-01-24T10:00:00","26","countryside","ios","true","32"
"370","Isaszeg","Nagytarcsa","2015-01-24T17:00:00","23","countryside","ios","true","26"
"371","Gyömöre","Győr","2015-01-24T18:00:00","25","countryside","android","true","36"
"372","Gyömöre","Győr","2015-01-24T21:00:00","25","countryside","ios","true","37"
"373","Gyömrő","Mende","2015-01-24T07:00:00","7","countryside","android","true","27"
"374","Gyömrő","Ecser","2015-01-24T09:00:00","16","countryside","ios","true","38"
"375","Győr","Budapest","2015-01-24T21:00:00","125","budapest","ios","false","25"
"376","Győr","Budapest","2015-01-24T08:00:00","119","budapest","ios","false","38"
"377","Győr","Budapest","2015-01-24T19:00:00","119","budapest","android","false","30"
"378","Győr","Budapest","2015-01-24T15:00:00","125","budapest","ios","false","29"
"379","Győr","Budapest","2015-01-24T16:00:00","125","budapest","ios","false","32"
"380","Győr","Budapest","2015-01-24T17:00:00","125","budapest","ios","false","38"
"381","Győr","Budapest","2015-01-24T22:00:00","125","budapest","ios","false","19"
"382","Győr","Gyömöre","2015-01-24T21:00:00","26","countryside","android","true","22"
"383","Győr","Budapest","2015-01-24T20:00:00","126","budapest","ios","false","19"
"384","Győr","Budapest","2015-01-24T22:00:00","126","budapest","ios","false","29"
"385","Győr","Budapest","2015-01-24T08:00:00","126","budapest","android","false","35"
"386","Győr","Sopron","2015-01-24T09:00:00","92","countryside","android","false","34"
"387","Győr","Sopron","2015-01-24T16:00:00","92","countryside","ios","false","27"
"388","Győr","Sopron","2015-01-24T19:00:00","92","countryside","ios","false","20"
"389","Hajdúszoboszló","Debrecen","2015-01-24T14:00:00","30","countryside","android","true","38"
"390","Halmaj","Budapest","2015-01-24T10:00:00","200","budapest","ios","false","29"
"391","Hegyeshalom","Budapest","2015-01-24T22:00:00","178","budapest","ios","false","19"
"392","Isaszeg","Budapest","2015-01-24T09:00:00","34","budapest","ios","true","19"
"393","Budapest","Veresegyház","2015-01-24T16:00:00","27","budapest","ios","true","35"
"394","Kaba","Hajdúszoboszló","2015-01-24T07:00:00","16","countryside","ios","true","36"
